customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,DataVersion
7590-VHVEG0217,Female,1,No,Yes,54,Yes,Fiber optic,No,Two year,Mailed check,58.9,3112.39,No,v1.0
7590-VHVEG0218,Male,0,No,No,33,Yes,DSL,Yes,Month-to-month,Bank transfer,33.01,1056.88,Yes,v1.0
7590-VHVEG0219,Female,1,Yes,No,24,Yes,DSL,No,One year,Electronic check,75.62,1862.37,No,v1.0
7590-VHVEG0220,Male,0,Yes,Yes,36,Yes,Fiber optic,No internet service,Month-to-month,Bank transfer,87.57,3116.67,Yes,v1.0
7590-VHVEG0221,Female,0,No,No,38,Yes,DSL,No,Month-to-month,Credit card,98.46,3745.6,Yes,v1.0
7590-VHVEG0222,Male,1,Yes,No,25,Yes,Fiber optic,No,Month-to-month,Bank transfer,39.61,989.61,No,v1.0
7590-VHVEG0223,Male,0,Yes,No,18,Yes,DSL,No,Two year,Mailed check,36.41,660.5,No,v1.0
7590-VHVEG0224,Male,0,No,No,66,Yes,No,No,One year,Mailed check,30.25,2069.33,No,v1.0
7590-VHVEG0225,Female,0,Yes,Yes,54,Yes,DSL,No internet service,Two year,Electronic check,82.37,4661.82,No,v1.0
7590-VHVEG0226,Male,1,Yes,No,35,Yes,DSL,Yes,Month-to-month,Mailed check,89.23,3094.35,No,v1.0
7590-VHVEG0227,Male,0,No,No,61,Yes,DSL,No,One year,Bank transfer,23.1,1454.96,No,v1.0
7590-VHVEG0228,Female,0,Yes,No,41,Yes,Fiber optic,No,One year,Credit card,111.75,4702.9,No,v1.0
7590-VHVEG0229,Male,0,Yes,No,33,No,Fiber optic,No,Month-to-month,Mailed check,25.09,834.16,Yes,v1.0
7590-VHVEG0230,Female,0,Yes,No,68,Yes,DSL,No,Two year,Electronic check,73.05,5193.73,No,v1.0
7590-VHVEG0231,Female,0,No,Yes,33,No,Fiber optic,No,Two year,Bank transfer,89.49,2864.65,Yes,v1.0
7590-VHVEG0232,Male,0,Yes,Yes,14,Yes,Fiber optic,No internet service,Two year,Electronic check,105.35,1417.34,No,v1.0
7590-VHVEG0233,Male,0,No,No,21,Yes,DSL,No internet service,One year,Mailed check,89.98,1956.48,Yes,v1.0
7590-VHVEG0234,Female,0,No,No,48,Yes,Fiber optic,No,Month-to-month,Mailed check,98.57,4702.54,No,v1.0
7590-VHVEG0235,Male,0,Yes,No,20,Yes,Fiber optic,No,Month-to-month,Electronic check,53.27,1102.29,Yes,v1.0
7590-VHVEG0236,Male,0,No,No,8,Yes,DSL,No internet service,Two year,Bank transfer,99.85,830.22,No,v1.0
7590-VHVEG0237,Male,0,Yes,No,7,Yes,Fiber optic,Yes,Month-to-month,Mailed check,27.85,186.43,No,v1.0
7590-VHVEG0238,Male,0,Yes,No,67,Yes,No,Yes,One year,Credit card,107.69,7492.05,No,v1.0
7590-VHVEG0239,Female,0,Yes,No,17,Yes,No,No,One year,Mailed check,73.66,1245.82,No,v1.0
7590-VHVEG0240,Female,0,No,Yes,33,Yes,DSL,No internet service,One year,Bank transfer,100.1,3306.59,Yes,v1.0
7590-VHVEG0241,Male,0,Yes,No,48,Yes,Fiber optic,No internet service,Two year,Mailed check,64.33,3126.79,Yes,v1.0
7590-VHVEG0242,Female,0,Yes,Yes,59,Yes,DSL,No,Month-to-month,Electronic check,83.07,5110.14,Yes,v1.0
7590-VHVEG0243,Male,0,Yes,Yes,22,No,No,Yes,Month-to-month,Mailed check,71.59,1499.19,No,v1.0
7590-VHVEG0244,Male,0,No,No,30,Yes,DSL,No,Month-to-month,Mailed check,91.7,2744.5,Yes,v1.0
7590-VHVEG0245,Male,0,No,Yes,38,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,28.0,1083.96,Yes,v1.0
7590-VHVEG0246,Male,0,Yes,Yes,51,Yes,DSL,Yes,Month-to-month,Electronic check,25.91,1351.07,No,v1.0
7590-VHVEG0247,Female,0,Yes,Yes,54,No,No,No,Month-to-month,Bank transfer,44.22,2433.64,No,v1.0
7590-VHVEG0248,Male,1,Yes,Yes,8,Yes,DSL,Yes,Two year,Mailed check,35.64,274.66,No,v1.0
7590-VHVEG0249,Female,0,Yes,No,27,Yes,DSL,No internet service,Two year,Credit card,105.43,2789.63,Yes,v1.0
7590-VHVEG0250,Male,0,No,Yes,27,Yes,DSL,No,Month-to-month,Mailed check,41.48,1104.22,Yes,v1.0
7590-VHVEG0251,Female,0,No,No,21,No,DSL,No,Month-to-month,Bank transfer,115.63,2502.26,No,v1.0
7590-VHVEG0252,Female,1,No,No,30,Yes,Fiber optic,Yes,Two year,Credit card,53.02,1555.29,No,v1.0
7590-VHVEG0253,Female,0,No,No,28,Yes,DSL,No,Month-to-month,Bank transfer,37.85,1029.07,No,v1.0
7590-VHVEG0254,Female,0,No,No,64,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,97.39,6518.12,No,v1.0
7590-VHVEG0255,Male,0,No,No,69,Yes,Fiber optic,No internet service,Month-to-month,Electronic check,84.55,5547.64,No,v1.0
7590-VHVEG0256,Female,0,No,Yes,61,Yes,Fiber optic,No internet service,One year,Credit card,68.82,4407.21,No,v1.0
7590-VHVEG0257,Male,0,Yes,No,48,Yes,DSL,No,Month-to-month,Mailed check,74.43,3635.6,No,v1.0
7590-VHVEG0258,Female,0,Yes,No,19,Yes,Fiber optic,Yes,Two year,Bank transfer,90.48,1775.62,No,v1.0
7590-VHVEG0259,Female,0,Yes,No,4,Yes,DSL,No internet service,Month-to-month,Mailed check,42.39,,No,v1.0
7590-VHVEG0260,Female,1,Yes,No,35,Yes,DSL,No,Month-to-month,Electronic check,117.64,3917.45,Yes,v1.0
7590-VHVEG0261,Male,0,Yes,Yes,64,Yes,Fiber optic,Yes,Month-to-month,Electronic check,115.53,7569.78,Yes,v1.0
7590-VHVEG0262,Female,0,Yes,No,49,Yes,Fiber optic,No,Month-to-month,Credit card,83.73,4239.96,Yes,v1.0
7590-VHVEG0263,Male,0,No,Yes,17,Yes,Fiber optic,No internet service,One year,Electronic check,39.56,688.61,No,v1.0
7590-VHVEG0264,Male,0,Yes,No,44,Yes,No,Yes,One year,Electronic check,86.66,3676.96,No,v1.0
7590-VHVEG0265,Male,0,No,No,30,Yes,DSL,Yes,One year,Mailed check,27.08,832.85,No,v1.0
7590-VHVEG0266,Female,0,Yes,No,46,Yes,DSL,No internet service,One year,Electronic check,23.0,1086.64,No,v1.0
7590-VHVEG0267,Female,0,No,No,6,Yes,Fiber optic,Yes,Two year,Electronic check,45.25,275.82,No,v1.0
7590-VHVEG0268,Female,1,No,No,37,No,DSL,Yes,Two year,Bank transfer,65.34,2481.8,No,v1.0
7590-VHVEG0269,Female,0,Yes,No,24,No,No,No,One year,Electronic check,105.09,2609.42,No,v1.0
7590-VHVEG0270,Female,0,Yes,Yes,46,Yes,No,No internet service,Month-to-month,Bank transfer,91.26,4245.77,Yes,v1.0
7590-VHVEG0271,Female,0,Yes,No,53,Yes,DSL,No,Month-to-month,Electronic check,92.79,4715.31,Yes,v1.0
7590-VHVEG0272,Female,1,Yes,No,60,Yes,Fiber optic,No internet service,Month-to-month,Electronic check,61.7,3697.32,Yes,v1.0
7590-VHVEG0273,Male,0,Yes,No,63,Yes,Fiber optic,No,One year,Credit card,53.9,,No,v1.0
7590-VHVEG0274,Female,0,No,No,32,Yes,Fiber optic,Yes,Month-to-month,Credit card,56.36,1786.9,No,v1.0
7590-VHVEG0275,Male,1,Yes,No,33,Yes,Fiber optic,No internet service,Month-to-month,Bank transfer,116.79,3818.26,No,v1.0
7590-VHVEG0276,Male,0,No,No,67,Yes,Fiber optic,No,Two year,Electronic check,23.93,1533.77,No,v1.0
7590-VHVEG0277,Female,0,No,Yes,18,Yes,Fiber optic,Yes,Two year,Mailed check,104.97,1860.88,No,v1.0
7590-VHVEG0278,Female,0,No,No,25,Yes,Fiber optic,No,Two year,Credit card,76.71,1843.15,Yes,v1.0
7590-VHVEG0279,Male,1,Yes,No,54,Yes,No,No,Month-to-month,Mailed check,62.98,3505.99,No,v1.0
7590-VHVEG0280,Male,0,Yes,No,58,No,DSL,Yes,One year,Credit card,91.08,5518.85,Yes,v1.0
7590-VHVEG0281,Female,0,Yes,No,67,Yes,No,Yes,Month-to-month,Credit card,67.69,4341.49,No,v1.0
7590-VHVEG0282,Male,0,Yes,No,46,Yes,DSL,No,Month-to-month,Electronic check,105.6,5078.46,No,v1.0
7590-VHVEG0283,Male,0,Yes,No,24,Yes,Fiber optic,No internet service,Month-to-month,Credit card,108.27,2604.32,Yes,v1.0
7590-VHVEG0284,Male,1,Yes,No,32,Yes,DSL,No,Month-to-month,Mailed check,61.33,1923.18,No,v1.0
7590-VHVEG0285,Male,0,No,No,47,Yes,Fiber optic,No internet service,Month-to-month,Credit card,47.13,,Yes,v1.0
7590-VHVEG0286,Female,0,Yes,No,23,Yes,DSL,Yes,Two year,Bank transfer,78.05,1795.27,Yes,v1.0
7590-VHVEG0287,Female,1,No,Yes,66,Yes,Fiber optic,Yes,Month-to-month,Electronic check,109.41,7433.84,No,v1.0
7590-VHVEG0288,Male,0,No,Yes,27,Yes,No,Yes,One year,Electronic check,40.64,1120.14,No,v1.0
7590-VHVEG0289,Male,0,Yes,No,2,No,Fiber optic,Yes,Month-to-month,Bank transfer,81.05,154.81,Yes,v1.0
7590-VHVEG0290,Male,1,Yes,Yes,17,No,Fiber optic,Yes,Month-to-month,Bank transfer,81.89,1332.72,Yes,v1.0
7590-VHVEG0291,Female,0,Yes,No,33,Yes,No,No,Month-to-month,Bank transfer,91.85,3001.45,Yes,v1.0
7590-VHVEG0292,Female,0,Yes,Yes,9,No,Fiber optic,No internet service,Month-to-month,Credit card,32.89,289.98,Yes,v1.0
7590-VHVEG0293,Male,0,Yes,Yes,43,Yes,DSL,No internet service,One year,Electronic check,90.15,3772.75,No,v1.0
7590-VHVEG0294,Male,0,Yes,No,48,Yes,DSL,Yes,Month-to-month,Bank transfer,109.09,5121.42,Yes,v1.0
7590-VHVEG0295,Male,1,No,No,39,Yes,No,No internet service,Month-to-month,Credit card,37.61,1511.26,No,v1.0
7590-VHVEG0296,Female,0,No,Yes,42,Yes,No,No,Month-to-month,Bank transfer,43.28,1895.75,No,v1.0
7590-VHVEG0297,Male,0,No,Yes,26,Yes,No,Yes,Month-to-month,Mailed check,115.2,2966.69,No,v1.0
7590-VHVEG0298,Male,0,No,Yes,50,Yes,Fiber optic,No internet service,Two year,Mailed check,37.74,,No,v1.0
7590-VHVEG0299,Male,0,No,No,25,Yes,No,No,Month-to-month,Electronic check,103.73,2546.95,Yes,v1.0
7590-VHVEG0300,Male,0,No,Yes,24,Yes,DSL,Yes,One year,Credit card,68.24,1633.98,No,v1.0
7590-VHVEG0301,Male,0,Yes,No,13,No,DSL,No,One year,Mailed check,44.23,559.22,No,v1.0
7590-VHVEG0302,Female,1,Yes,No,60,No,Fiber optic,Yes,Two year,Mailed check,105.33,6408.79,No,v1.0
7590-VHVEG0303,Female,0,Yes,No,7,Yes,DSL,No,Two year,Credit card,63.64,466.82,No,v1.0
7590-VHVEG0304,Female,0,No,Yes,57,Yes,No,No,One year,Bank transfer,70.45,4057.33,No,v1.0
7590-VHVEG0305,Male,0,No,No,36,Yes,No,No internet service,One year,Credit card,55.2,1959.12,No,v1.0
7590-VHVEG0306,Female,0,No,No,45,Yes,Fiber optic,Yes,Two year,Bank transfer,78.11,3566.87,No,v1.0
7590-VHVEG0307,Male,0,Yes,No,20,Yes,Fiber optic,No,Month-to-month,Mailed check,36.03,693.34,Yes,v1.0
7590-VHVEG0308,Female,0,Yes,No,65,Yes,Fiber optic,No,Month-to-month,Mailed check,58.33,3938.54,Yes,v1.0
7590-VHVEG0309,Female,0,Yes,No,8,Yes,No,No,Month-to-month,Mailed check,115.0,920.3,Yes,v1.0
7590-VHVEG0310,Male,0,No,Yes,16,Yes,DSL,No,Two year,Electronic check,45.3,721.08,No,v1.0
7590-VHVEG0311,Male,0,No,No,14,Yes,DSL,No,Two year,Electronic check,84.36,1191.18,No,v1.0
7590-VHVEG0312,Male,1,No,No,15,Yes,Fiber optic,No internet service,Month-to-month,Electronic check,51.87,787.74,No,v1.0
7590-VHVEG0313,Female,0,Yes,No,66,Yes,Fiber optic,No internet service,One year,Credit card,95.8,6052.07,No,v1.0
7590-VHVEG0314,Male,0,No,No,32,Yes,DSL,No internet service,Month-to-month,Mailed check,32.83,,Yes,v1.0
7590-VHVEG0315,Female,0,Yes,No,63,Yes,No,No internet service,Month-to-month,Mailed check,115.04,7060.64,No,v1.0
7590-VHVEG0316,Female,0,Yes,Yes,51,Yes,DSL,No,Two year,Credit card,64.47,3358.39,No,v1.0
7590-VHVEG0317,Female,0,Yes,Yes,25,Yes,Fiber optic,No internet service,Month-to-month,Electronic check,43.13,1113.1,No,v1.0
7590-VHVEG0318,Male,0,Yes,No,58,Yes,DSL,No,Month-to-month,Credit card,27.2,1625.71,Yes,v1.0
7590-VHVEG0319,Male,0,Yes,No,63,Yes,Fiber optic,No,One year,Electronic check,36.64,2320.2,No,v1.0
7590-VHVEG0320,Male,0,Yes,No,62,Yes,No,No,One year,Mailed check,70.94,4407.02,No,v1.0
7590-VHVEG0321,Female,0,Yes,No,22,Yes,Fiber optic,No,Month-to-month,Bank transfer,53.03,1124.92,Yes,v1.0
7590-VHVEG0322,Female,0,No,No,58,Yes,DSL,Yes,One year,Electronic check,101.23,6033.04,No,v1.0
7590-VHVEG0323,Male,0,Yes,Yes,58,No,Fiber optic,No internet service,Month-to-month,Mailed check,62.23,3526.66,Yes,v1.0
7590-VHVEG0324,Female,0,No,No,49,Yes,DSL,No,Month-to-month,Mailed check,44.37,2173.61,No,v1.0
7590-VHVEG0325,Female,0,Yes,Yes,52,Yes,DSL,Yes,Month-to-month,Bank transfer,80.48,4094.69,No,v1.0
7590-VHVEG0326,Female,0,Yes,No,42,Yes,DSL,No,One year,Mailed check,89.26,3611.81,Yes,v1.0
7590-VHVEG0327,Male,0,Yes,No,70,Yes,Fiber optic,Yes,Month-to-month,Mailed check,36.37,2578.89,No,v1.0
7590-VHVEG0328,Female,0,No,No,15,Yes,Fiber optic,Yes,Two year,Electronic check,36.43,522.05,No,v1.0
7590-VHVEG0329,Female,0,Yes,No,54,Yes,Fiber optic,Yes,Two year,Electronic check,23.59,1305.74,No,v1.0
7590-VHVEG0330,Male,0,Yes,Yes,60,Yes,DSL,No,Two year,Bank transfer,92.17,5429.17,No,v1.0
7590-VHVEG0331,Male,0,No,Yes,8,Yes,Fiber optic,No,Month-to-month,Bank transfer,85.05,646.41,Yes,v1.0
7590-VHVEG0332,Male,1,No,No,53,Yes,DSL,No,Two year,Mailed check,66.51,3529.16,No,v1.0
7590-VHVEG0333,Male,0,No,No,60,Yes,No,No,Month-to-month,Electronic check,102.73,5884.41,No,v1.0
7590-VHVEG0334,Male,0,No,No,5,No,No,No,Month-to-month,Bank transfer,98.96,483.7,Yes,v1.0
7590-VHVEG0335,Male,1,Yes,No,68,No,Fiber optic,No,Month-to-month,Bank transfer,77.36,5369.69,No,v1.0
7590-VHVEG0336,Female,0,Yes,No,6,Yes,DSL,No,Month-to-month,Credit card,105.09,602.97,Yes,v1.0
7590-VHVEG0337,Female,0,No,Yes,47,No,Fiber optic,No,One year,Bank transfer,40.17,1952.18,No,v1.0
7590-VHVEG0338,Female,0,Yes,Yes,55,Yes,DSL,Yes,Month-to-month,Mailed check,30.97,1618.74,No,v1.0
7590-VHVEG0339,Female,0,No,No,40,Yes,No,Yes,Month-to-month,Electronic check,46.44,1810.39,No,v1.0
7590-VHVEG0340,Male,0,No,Yes,52,Yes,Fiber optic,No,One year,Bank transfer,25.59,1362.98,No,v1.0
7590-VHVEG0341,Female,0,No,No,16,Yes,Fiber optic,No,Month-to-month,Credit card,72.05,1131.69,No,v1.0
7590-VHVEG0342,Male,0,Yes,No,13,Yes,No,Yes,One year,Electronic check,111.79,1395.38,No,v1.0
7590-VHVEG0343,Male,0,No,Yes,30,Yes,No,Yes,Month-to-month,Bank transfer,23.86,705.67,Yes,v1.0
7590-VHVEG0344,Female,0,Yes,No,19,Yes,Fiber optic,No internet service,Two year,Credit card,31.97,593.42,No,v1.0
7590-VHVEG0345,Female,0,Yes,No,17,Yes,DSL,No internet service,Two year,Bank transfer,64.32,1130.83,No,v1.0
7590-VHVEG0346,Male,0,Yes,No,63,Yes,Fiber optic,No,Month-to-month,Electronic check,111.52,6894.61,No,v1.0
7590-VHVEG0347,Male,0,No,Yes,19,Yes,Fiber optic,No,Month-to-month,Electronic check,50.98,996.67,Yes,v1.0
7590-VHVEG0348,Male,0,Yes,No,58,Yes,No,No,Month-to-month,Electronic check,69.71,4201.56,No,v1.0
7590-VHVEG0349,Male,0,No,No,55,Yes,No,No internet service,Two year,Mailed check,24.07,1315.31,No,v1.0
7590-VHVEG0350,Female,0,Yes,No,62,Yes,DSL,No internet service,Month-to-month,Bank transfer,34.54,2229.12,No,v1.0
7590-VHVEG0351,Male,0,Yes,Yes,23,Yes,Fiber optic,Yes,Month-to-month,Mailed check,116.69,2650.94,Yes,v1.0
7590-VHVEG0352,Female,1,Yes,No,9,Yes,No,No internet service,Month-to-month,Electronic check,114.58,1079.09,Yes,v1.0
7590-VHVEG0353,Male,0,No,No,12,Yes,Fiber optic,Yes,Month-to-month,Credit card,20.48,235.71,No,v1.0
7590-VHVEG0354,Male,0,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,113.28,115.4,Yes,v1.0
7590-VHVEG0355,Male,0,No,No,58,Yes,DSL,No,Two year,Mailed check,82.63,4789.79,No,v1.0
7590-VHVEG0356,Female,0,No,No,1,Yes,Fiber optic,No,Month-to-month,Bank transfer,105.06,103.88,No,v1.0
7590-VHVEG0357,Male,0,Yes,No,34,Yes,DSL,No internet service,Month-to-month,Credit card,64.56,2224.33,Yes,v1.0
7590-VHVEG0358,Female,1,Yes,Yes,48,Yes,DSL,Yes,Two year,Mailed check,70.53,3454.38,No,v1.0
7590-VHVEG0359,Female,0,No,No,1,Yes,Fiber optic,No,Two year,Electronic check,67.91,64.54,No,v1.0
7590-VHVEG0360,Female,1,No,Yes,16,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,85.35,1320.16,Yes,v1.0
7590-VHVEG0361,Male,0,No,No,61,Yes,Fiber optic,No internet service,Month-to-month,Bank transfer,33.69,2098.61,No,v1.0
7590-VHVEG0362,Female,0,No,No,64,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,22.94,1492.42,Yes,v1.0
7590-VHVEG0363,Female,0,Yes,No,63,Yes,DSL,No,Two year,Bank transfer,50.18,3308.48,No,v1.0
7590-VHVEG0364,Male,0,No,No,69,Yes,No,No,Month-to-month,Bank transfer,89.06,6305.46,No,v1.0
7590-VHVEG0365,Male,0,No,No,22,Yes,Fiber optic,Yes,Two year,Electronic check,39.78,914.65,No,v1.0
7590-VHVEG0366,Female,0,Yes,Yes,67,Yes,Fiber optic,No internet service,One year,Mailed check,86.0,5878.46,No,v1.0
7590-VHVEG0367,Female,0,No,No,26,No,DSL,No internet service,Month-to-month,Electronic check,115.05,2930.93,No,v1.0
7590-VHVEG0368,Male,0,Yes,No,16,Yes,No,Yes,Month-to-month,Electronic check,29.2,448.8,Yes,v1.0
7590-VHVEG0369,Female,0,No,No,51,Yes,Fiber optic,Yes,Month-to-month,Electronic check,85.92,4505.15,Yes,v1.0
7590-VHVEG0370,Female,0,Yes,No,57,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,63.49,3670.95,No,v1.0
7590-VHVEG0371,Female,1,No,No,29,Yes,DSL,No internet service,Month-to-month,Bank transfer,105.08,2909.58,Yes,v1.0
7590-VHVEG0372,Male,0,No,No,69,Yes,Fiber optic,Yes,One year,Bank transfer,37.36,2541.81,No,v1.0
7590-VHVEG0373,Female,0,No,No,47,Yes,Fiber optic,No,Two year,Mailed check,87.88,4318.9,No,v1.0
7590-VHVEG0374,Male,1,No,No,62,Yes,DSL,No,One year,Credit card,102.14,6332.64,Yes,v1.0
7590-VHVEG0375,Male,0,No,No,69,No,DSL,No,One year,Bank transfer,112.57,7715.23,No,v1.0
7590-VHVEG0376,Male,0,Yes,No,16,Yes,DSL,Yes,Month-to-month,Mailed check,86.96,1385.45,Yes,v1.0
7590-VHVEG0377,Female,0,No,No,48,Yes,DSL,Yes,Month-to-month,Bank transfer,68.72,3202.68,Yes,v1.0
7590-VHVEG0378,Male,0,Yes,No,39,Yes,DSL,No internet service,Month-to-month,Bank transfer,80.55,3100.17,Yes,v1.0
7590-VHVEG0379,Female,0,Yes,No,33,Yes,Fiber optic,No internet service,One year,Electronic check,105.15,3424.86,No,v1.0
7590-VHVEG0380,Male,0,Yes,No,23,Yes,Fiber optic,No,Two year,Electronic check,75.92,1667.99,No,v1.0
7590-VHVEG0381,Female,0,Yes,No,10,Yes,Fiber optic,Yes,One year,Electronic check,22.98,235.93,No,v1.0
7590-VHVEG0382,Female,0,No,No,69,Yes,Fiber optic,No,Month-to-month,Mailed check,111.23,7610.99,Yes,v1.0
7590-VHVEG0383,Female,1,No,No,34,Yes,DSL,No,Month-to-month,Credit card,87.57,3073.43,Yes,v1.0
7590-VHVEG0384,Male,0,No,Yes,52,Yes,No,Yes,One year,Credit card,86.3,4644.73,No,v1.0
7590-VHVEG0385,Female,0,No,No,10,Yes,No,No internet service,Month-to-month,Mailed check,41.14,399.51,Yes,v1.0
7590-VHVEG0386,Female,0,Yes,No,19,Yes,DSL,No,Two year,Bank transfer,84.57,1632.13,No,v1.0
7590-VHVEG0387,Male,0,Yes,No,58,Yes,Fiber optic,Yes,Two year,Mailed check,58.6,3389.3,No,v1.0
7590-VHVEG0388,Male,1,Yes,No,1,Yes,Fiber optic,No internet service,One year,Bank transfer,83.82,87.01,Yes,v1.0
7590-VHVEG0389,Female,0,No,No,69,Yes,No,No internet service,Month-to-month,Mailed check,30.45,2041.07,No,v1.0
7590-VHVEG0390,Male,1,No,No,4,Yes,DSL,Yes,Month-to-month,Mailed check,84.47,343.88,Yes,v1.0
7590-VHVEG0391,Male,0,No,No,16,No,DSL,No,Month-to-month,Mailed check,117.94,1907.41,No,v1.0
7590-VHVEG0392,Male,0,No,No,24,Yes,DSL,No,Month-to-month,Credit card,24.72,,Yes,v1.0
7590-VHVEG0393,Female,0,Yes,No,2,Yes,DSL,No,Month-to-month,Electronic check,115.76,223.11,Yes,v1.0
7590-VHVEG0394,Male,1,No,No,32,Yes,No,Yes,One year,Mailed check,59.88,1945.12,No,v1.0
7590-VHVEG0395,Female,0,No,No,24,Yes,Fiber optic,No,One year,Credit card,105.33,2588.33,No,v1.0
7590-VHVEG0396,Male,0,Yes,No,12,Yes,DSL,No internet service,Month-to-month,Electronic check,96.67,1138.7,Yes,v1.0
7590-VHVEG0397,Male,0,Yes,Yes,50,Yes,No,No,Month-to-month,Electronic check,75.57,3833.1,Yes,v1.0
7590-VHVEG0398,Female,0,No,Yes,35,Yes,Fiber optic,Yes,Month-to-month,Mailed check,92.37,3198.98,Yes,v1.0
7590-VHVEG0399,Male,1,No,No,33,Yes,DSL,No,Month-to-month,Bank transfer,106.09,3575.77,Yes,v1.0
7590-VHVEG0400,Male,0,Yes,No,33,No,Fiber optic,No,Two year,Bank transfer,59.61,1907.83,No,v1.0
7590-VHVEG0401,Male,0,No,No,61,Yes,No,No internet service,Month-to-month,Bank transfer,52.05,3298.9,No,v1.0
7590-VHVEG0402,Male,0,Yes,No,51,Yes,Fiber optic,No,Month-to-month,Mailed check,85.42,4264.01,Yes,v1.0
7590-VHVEG0403,Female,0,Yes,No,43,Yes,DSL,Yes,Month-to-month,Bank transfer,99.17,4207.88,No,v1.0
7590-VHVEG0404,Female,0,No,Yes,12,Yes,Fiber optic,Yes,Two year,Credit card,94.7,1086.23,No,v1.0
7590-VHVEG0405,Female,0,Yes,No,67,Yes,DSL,No,One year,Credit card,98.19,6322.88,No,v1.0
7590-VHVEG0406,Female,0,No,Yes,65,Yes,Fiber optic,Yes,Month-to-month,Credit card,62.69,4081.13,No,v1.0
7590-VHVEG0407,Female,0,No,No,33,Yes,Fiber optic,No,Month-to-month,Credit card,100.15,3228.07,Yes,v1.0
7590-VHVEG0408,Female,0,No,No,40,Yes,DSL,Yes,One year,Electronic check,31.78,1313.87,No,v1.0
7590-VHVEG0409,Female,0,No,No,43,Yes,No,No,Two year,Credit card,73.36,3001.39,No,v1.0
7590-VHVEG0410,Male,0,Yes,Yes,44,Yes,Fiber optic,No,Month-to-month,Bank transfer,20.56,893.89,Yes,v1.0
7590-VHVEG0411,Female,0,No,Yes,29,Yes,Fiber optic,No internet service,Two year,Mailed check,51.81,1478.03,No,v1.0
7590-VHVEG0412,Female,0,No,No,13,Yes,DSL,No internet service,Two year,Bank transfer,55.91,691.93,No,v1.0
7590-VHVEG0413,Female,0,Yes,No,12,Yes,DSL,Yes,Two year,Credit card,58.82,679.38,No,v1.0
7590-VHVEG0414,Male,0,No,Yes,46,Yes,No,No,One year,Electronic check,88.16,4020.15,No,v1.0
7590-VHVEG0415,Female,0,No,No,2,Yes,Fiber optic,Yes,One year,Credit card,58.08,116.07,Yes,v1.0
7590-VHVEG0416,Female,0,No,Yes,35,Yes,DSL,No,Month-to-month,Mailed check,63.97,2217.59,No,v1.0
7590-VHVEG0417,Female,0,No,No,8,Yes,Fiber optic,No,One year,Bank transfer,43.28,347.31,No,v1.0
7590-VHVEG0418,Male,0,Yes,Yes,26,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,56.58,1485.04,Yes,v1.0
7590-VHVEG0419,Female,1,Yes,No,34,Yes,DSL,No internet service,One year,Mailed check,42.27,1366.83,No,v1.0
7590-VHVEG0420,Male,0,No,No,7,Yes,DSL,No,Month-to-month,Mailed check,27.17,189.53,No,v1.0
7590-VHVEG0421,Male,0,Yes,Yes,68,Yes,DSL,No,One year,Bank transfer,79.14,5630.81,No,v1.0
7590-VHVEG0422,Male,0,Yes,No,58,Yes,Fiber optic,No internet service,Two year,Credit card,85.48,4967.56,No,v1.0
7590-VHVEG0423,Male,0,Yes,No,29,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,80.71,2382.15,Yes,v1.0
7590-VHVEG0424,Female,0,Yes,No,36,Yes,Fiber optic,Yes,Two year,Bank transfer,65.42,2310.9,Yes,v1.0
7590-VHVEG0425,Male,0,No,Yes,21,Yes,No,No,Month-to-month,Electronic check,57.22,1234.52,Yes,v1.0
7590-VHVEG0426,Male,1,Yes,No,36,Yes,Fiber optic,No,Two year,Bank transfer,104.61,3868.62,No,v1.0
7590-VHVEG0427,Female,1,No,Yes,10,Yes,Fiber optic,Yes,Month-to-month,Electronic check,70.87,710.21,No,v1.0
7590-VHVEG0428,Male,0,No,No,24,No,Fiber optic,Yes,Month-to-month,Bank transfer,66.96,1683.53,No,v1.0
7590-VHVEG0429,Male,0,Yes,No,64,Yes,DSL,Yes,Two year,Credit card,22.51,1386.88,No,v1.0
7590-VHVEG0430,Male,0,No,No,49,Yes,Fiber optic,No,Month-to-month,Mailed check,53.44,2492.18,Yes,v1.0
7590-VHVEG0431,Male,0,Yes,No,36,Yes,No,Yes,Two year,Credit card,57.26,2117.02,No,v1.0
7590-VHVEG0432,Male,0,No,No,24,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,59.08,1461.59,No,v1.0
7590-VHVEG0433,Male,0,No,No,23,Yes,No,Yes,Month-to-month,Mailed check,76.86,1700.57,Yes,v1.0
7590-VHVEG0434,Female,0,Yes,Yes,62,No,Fiber optic,No internet service,Month-to-month,Electronic check,72.29,4377.1,No,v1.0
