PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
387,0,1,"Passenger, Traveler 387",male,38.0,1,0,40.53,C49,S
388,0,3,"Passenger, Traveler 388",male,,1,0,6.12,,S
389,0,1,"Passenger, Traveler 389",male,,0,0,30.71,,S
390,1,3,"Passenger, Traveler 390",male,27.1,0,0,11.74,,C
391,1,3,"Passenger, Traveler 391",female,41.5,0,1,22.55,,Q
392,0,1,"Passenger, Traveler 392",male,25.1,0,0,52.31,,S
393,0,2,"Passenger, Traveler 393",male,31.0,0,1,24.99,,S
394,0,3,"Passenger, Traveler 394",male,57.5,0,0,16.62,C111,S
395,0,3,"Passenger, Traveler 395",male,27.0,0,0,42.12,C46,S
396,0,2,"Passenger, Traveler 396",male,27.4,0,0,29.57,,S
397,0,3,"Passenger, Traveler 397",male,32.5,0,0,7.23,,C
398,0,3,"Passenger, Traveler 398",male,33.1,0,0,16.36,C100,S
399,1,3,"Passenger, Traveler 399",female,31.7,0,0,18.41,,S
400,0,3,"Passenger, Traveler 400",male,,0,0,17.08,,S
401,0,2,"Passenger, Traveler 401",male,12.4,1,0,20.78,,S
402,0,3,"Passenger, Traveler 402",male,27.9,0,1,27.41,,S
403,1,2,"Passenger, Traveler 403",male,,1,0,21.06,,S
404,1,1,"Passenger, Traveler 404",female,30.5,2,0,149.33,,Q
405,0,2,"Passenger, Traveler 405",female,,0,0,49.61,,C
406,0,3,"Passenger, Traveler 406",male,27.7,1,2,6.91,,S
407,0,3,"Passenger, Traveler 407",male,16.0,0,0,4.6,,S
408,0,1,"Passenger, Traveler 408",female,,0,0,102.16,,S
409,0,3,"Passenger, Traveler 409",male,55.8,0,1,21.14,,C
410,0,3,"Passenger, Traveler 410",male,50.7,0,0,5.35,,S
411,0,3,"Passenger, Traveler 411",male,,0,0,15.14,,Q
412,1,3,"Passenger, Traveler 412",female,21.8,0,4,4.04,,Q
413,1,1,"Passenger, Traveler 413",female,28.1,0,0,82.44,,S
414,0,1,"Passenger, Traveler 414",male,47.7,2,0,103.45,,Q
415,0,3,"Passenger, Traveler 415",male,4.3,0,0,4.87,,Q
416,0,3,"Passenger, Traveler 416",male,21.7,0,2,22.7,,S
417,1,2,"Passenger, Traveler 417",female,35.7,0,0,11.3,,S
418,0,3,"Passenger, Traveler 418",male,34.0,0,0,18.09,,C
419,1,3,"Passenger, Traveler 419",female,23.5,1,0,6.78,,S
420,0,3,"Passenger, Traveler 420",male,26.0,0,0,11.41,,S
421,1,2,"Passenger, Traveler 421",female,34.5,0,0,19.29,,S
422,0,3,"Passenger, Traveler 422",male,23.7,1,0,7.3,,S
423,0,3,"Passenger, Traveler 423",male,14.3,1,0,11.26,C78,Q
424,1,1,"Passenger, Traveler 424",female,27.0,0,0,144.27,,S
425,1,1,"Passenger, Traveler 425",female,32.4,0,1,98.05,,C
426,0,3,"Passenger, Traveler 426",male,0.4,0,0,7.52,,S
427,0,3,"Passenger, Traveler 427",male,,0,1,30.12,,S
428,0,2,"Passenger, Traveler 428",male,43.8,0,0,17.64,,S
429,0,2,"Passenger, Traveler 429",male,24.5,0,0,75.71,,S
430,0,1,"Passenger, Traveler 430",female,24.8,2,0,36.98,,S
431,0,1,"Passenger, Traveler 431",male,,0,0,92.57,C26,C
432,1,2,"Passenger, Traveler 432",female,27.5,0,2,10.31,,S
433,0,3,"Passenger, Traveler 433",male,21.6,0,4,19.64,,S
434,0,3,"Passenger, Traveler 434",female,50.7,0,0,5.74,,S
435,0,3,"Passenger, Traveler 435",male,31.5,0,0,6.9,,S
436,0,2,"Passenger, Traveler 436",male,0.4,0,0,11.7,,Q
437,0,2,"Passenger, Traveler 437",male,38.0,0,1,15.29,,S
438,0,2,"Passenger, Traveler 438",female,54.6,0,0,75.54,,S
439,0,1,"Passenger, Traveler 439",male,37.1,0,0,30.65,,S
440,0,1,"Passenger, Traveler 440",male,47.0,0,0,51.84,,S
441,1,2,"Passenger, Traveler 441",female,39.5,0,2,46.64,,C
442,0,3,"Passenger, Traveler 442",female,44.1,0,0,7.24,C71,S
443,0,2,"Passenger, Traveler 443",female,43.4,0,0,20.79,C111,C
444,0,3,"Passenger, Traveler 444",male,,0,0,8.78,C118,C
445,0,2,"Passenger, Traveler 445",male,34.3,1,0,18.61,,S
446,0,2,"Passenger, Traveler 446",female,4.8,1,0,17.35,,S
447,0,3,"Passenger, Traveler 447",male,13.9,0,2,14.86,,Q
448,0,1,"Passenger, Traveler 448",male,14.2,1,1,199.85,C50,Q
449,1,1,"Passenger, Traveler 449",male,0.4,0,0,41.97,,S
450,1,3,"Passenger, Traveler 450",female,23.4,1,1,6.53,C85,S
451,0,3,"Passenger, Traveler 451",male,,0,0,7.17,,S
452,1,1,"Passenger, Traveler 452",female,8.9,0,0,123.33,,S
453,0,1,"Passenger, Traveler 453",male,40.3,0,4,30.36,,C
454,1,3,"Passenger, Traveler 454",female,,0,0,4.78,,S
455,1,3,"Passenger, Traveler 455",female,33.0,4,0,17.86,,S
456,0,3,"Passenger, Traveler 456",male,46.8,0,4,19.5,,C
457,0,1,"Passenger, Traveler 457",male,29.1,0,0,35.81,,Q
458,1,3,"Passenger, Traveler 458",female,,0,1,4.94,C51,Q
459,0,2,"Passenger, Traveler 459",male,26.8,0,2,39.86,,S
460,0,2,"Passenger, Traveler 460",female,34.7,0,0,22.15,C40,S
461,0,3,"Passenger, Traveler 461",female,27.6,0,0,6.26,,S
462,0,2,"Passenger, Traveler 462",male,16.3,0,0,35.21,C42,C
463,0,3,"Passenger, Traveler 463",male,10.2,1,0,22.45,,Q
464,0,3,"Passenger, Traveler 464",male,38.0,0,0,11.76,,C
465,1,3,"Passenger, Traveler 465",female,49.2,0,1,7.91,,C
466,0,2,"Passenger, Traveler 466",male,33.2,0,0,19.96,,S
467,0,2,"Passenger, Traveler 467",female,37.2,8,0,35.69,,S
468,0,2,"Passenger, Traveler 468",female,7.2,0,0,26.99,C52,S
469,0,2,"Passenger, Traveler 469",male,35.3,0,0,23.34,,C
470,0,3,"Passenger, Traveler 470",male,0.4,4,1,17.62,,S
471,0,2,"Passenger, Traveler 471",male,12.4,0,0,20.08,C102,S
472,1,1,"Passenger, Traveler 472",female,,0,1,71.41,,S
473,0,1,"Passenger, Traveler 473",male,29.9,0,0,42.44,,S
474,1,2,"Passenger, Traveler 474",male,,2,0,379.19,,C
475,0,3,"Passenger, Traveler 475",female,,5,0,8.44,,S
476,0,3,"Passenger, Traveler 476",male,41.3,1,0,27.6,,C
477,0,3,"Passenger, Traveler 477",male,25.8,0,0,12.37,C111,S
478,0,3,"Passenger, Traveler 478",male,33.9,0,0,6.45,,S
479,0,3,"Passenger, Traveler 479",male,28.7,0,2,5.31,,S
480,0,2,"Passenger, Traveler 480",male,7.5,1,0,25.35,C76,Q
481,1,1,"Passenger, Traveler 481",male,24.6,2,2,44.02,,S
482,1,3,"Passenger, Traveler 482",female,35.7,0,0,8.07,,S
483,0,2,"Passenger, Traveler 483",male,,0,0,15.09,,S
484,1,1,"Passenger, Traveler 484",female,24.2,0,0,85.92,,S
485,0,3,"Passenger, Traveler 485",male,41.0,0,0,5.57,,S
486,0,2,"Passenger, Traveler 486",male,32.0,0,1,30.49,C47,S
487,0,3,"Passenger, Traveler 487",male,34.8,0,0,4.64,,Q
488,0,3,"Passenger, Traveler 488",male,6.1,0,0,25.28,,C
489,1,1,"Passenger, Traveler 489",male,,0,0,60.15,,S
490,0,1,"Passenger, Traveler 490",male,,1,0,36.01,,S
491,0,3,"Passenger, Traveler 491",male,29.3,1,1,8.96,,C
492,0,2,"Passenger, Traveler 492",male,14.3,4,0,23.02,,C
493,1,2,"Passenger, Traveler 493",male,43.2,1,0,18.32,,S
494,0,3,"Passenger, Traveler 494",male,56.2,0,0,10.92,,S
495,0,3,"Passenger, Traveler 495",male,27.6,0,2,16.93,,C
496,1,1,"Passenger, Traveler 496",female,27.4,8,0,128.66,,C
497,0,2,"Passenger, Traveler 497",male,44.6,0,0,20.46,,S
498,0,3,"Passenger, Traveler 498",male,38.0,1,0,18.3,,S
499,1,2,"Passenger, Traveler 499",female,28.7,1,2,61.1,,S
500,0,1,"Passenger, Traveler 500",male,,1,0,64.12,,S
501,0,2,"Passenger, Traveler 501",male,59.1,0,0,15.69,,S
502,1,1,"Passenger, Traveler 502",male,,0,0,72.04,C50,S
503,1,3,"Passenger, Traveler 503",female,21.2,0,0,8.73,,S
504,1,3,"Passenger, Traveler 504",male,,1,0,12.61,,S
505,1,1,"Passenger, Traveler 505",female,60.3,1,0,126.06,,S
506,1,2,"Passenger, Traveler 506",female,,0,0,31.49,,S
507,0,2,"Passenger, Traveler 507",male,4.9,0,0,12.46,,S
508,0,3,"Passenger, Traveler 508",male,,1,0,22.03,,S
509,0,2,"Passenger, Traveler 509",male,,1,1,29.62,,S
510,0,2,"Passenger, Traveler 510",male,,0,2,16.87,,S
511,0,3,"Passenger, Traveler 511",male,,0,2,4.19,,S
512,1,1,"Passenger, Traveler 512",female,,2,0,78.23,,S
513,0,3,"Passenger, Traveler 513",male,,0,0,27.16,,S
514,0,1,"Passenger, Traveler 514",male,53.7,1,1,302.61,,S
515,1,2,"Passenger, Traveler 515",female,9.8,0,0,31.45,,C
516,0,3,"Passenger, Traveler 516",female,,0,0,9.68,,S
517,1,1,"Passenger, Traveler 517",female,8.5,1,2,114.25,,C
518,0,1,"Passenger, Traveler 518",male,33.9,0,0,45.85,C72,S
519,1,2,"Passenger, Traveler 519",male,32.9,0,0,27.26,,C
520,0,3,"Passenger, Traveler 520",male,,0,0,15.08,,S
521,0,2,"Passenger, Traveler 521",female,48.4,1,0,23.12,,S
522,0,3,"Passenger, Traveler 522",male,,0,0,17.94,,S
523,1,3,"Passenger, Traveler 523",female,,0,2,5.66,,Q
524,0,3,"Passenger, Traveler 524",male,49.6,2,0,9.04,,S
525,0,3,"Passenger, Traveler 525",female,34.1,0,0,14.67,,C
526,1,2,"Passenger, Traveler 526",female,42.7,0,1,67.7,,S
527,1,1,"Passenger, Traveler 527",female,27.1,0,0,75.41,,S
528,0,2,"Passenger, Traveler 528",male,7.4,8,0,36.93,,C
529,1,1,"Passenger, Traveler 529",male,33.1,0,0,170.07,C49,Q
530,1,1,"Passenger, Traveler 530",male,6.9,0,1,73.05,,C
531,1,1,"Passenger, Traveler 531",male,29.5,0,0,171.66,C39,S
532,1,3,"Passenger, Traveler 532",male,11.8,1,0,24.01,C56,S
533,1,3,"Passenger, Traveler 533",female,43.8,1,0,23.47,C31,S
534,0,1,"Passenger, Traveler 534",male,35.2,0,0,45.89,,S
535,1,1,"Passenger, Traveler 535",female,39.5,0,0,95.14,,S
536,1,1,"Passenger, Traveler 536",male,34.6,1,0,71.72,,S
537,0,2,"Passenger, Traveler 537",male,,0,0,49.8,,C
538,1,1,"Passenger, Traveler 538",male,44.5,2,0,99.52,,S
539,1,3,"Passenger, Traveler 539",female,,0,0,14.32,,S
540,0,1,"Passenger, Traveler 540",male,16.6,1,0,33.33,,S
541,1,1,"Passenger, Traveler 541",female,21.8,0,0,75.64,,C
542,0,1,"Passenger, Traveler 542",male,0.4,1,2,42.72,,S
543,1,3,"Passenger, Traveler 543",female,,0,1,6.29,,S
544,0,3,"Passenger, Traveler 544",male,,0,2,4.12,,Q
545,0,3,"Passenger, Traveler 545",male,36.0,0,0,8.31,,S
546,1,2,"Passenger, Traveler 546",female,,0,0,30.2,C111,C
547,1,1,"Passenger, Traveler 547",female,40.4,0,0,91.27,,C
548,0,1,"Passenger, Traveler 548",male,39.4,0,0,136.14,C105,S
549,1,2,"Passenger, Traveler 549",female,22.8,1,0,41.52,,Q
550,0,3,"Passenger, Traveler 550",male,15.8,0,0,22.3,C64,C
551,1,2,"Passenger, Traveler 551",female,30.7,1,0,44.01,,S
552,1,2,"Passenger, Traveler 552",male,31.1,0,0,16.47,C52,S
553,0,3,"Passenger, Traveler 553",male,20.9,0,0,6.15,,S
554,0,1,"Passenger, Traveler 554",male,,0,0,196.5,,C
555,1,3,"Passenger, Traveler 555",female,9.1,4,0,11.97,,S
556,0,2,"Passenger, Traveler 556",female,39.5,1,0,11.78,,C
557,1,1,"Passenger, Traveler 557",male,,0,3,39.68,,S
558,0,2,"Passenger, Traveler 558",female,30.4,1,0,44.42,,C
559,0,3,"Passenger, Traveler 559",male,40.8,0,0,26.95,,S
560,1,2,"Passenger, Traveler 560",female,,0,2,10.58,C70,S
561,0,2,"Passenger, Traveler 561",male,,0,0,65.99,,S
562,1,1,"Passenger, Traveler 562",male,10.9,0,0,78.94,,C
563,0,3,"Passenger, Traveler 563",male,32.6,0,0,26.31,,S
564,0,3,"Passenger, Traveler 564",male,42.8,1,0,24.31,,C
565,0,2,"Passenger, Traveler 565",male,51.3,0,0,12.27,,S
566,1,2,"Passenger, Traveler 566",female,41.2,1,0,10.98,C83,S
567,0,3,"Passenger, Traveler 567",male,14.6,0,0,9.16,,C
568,0,3,"Passenger, Traveler 568",female,5.7,0,1,41.15,,S
569,1,3,"Passenger, Traveler 569",female,27.2,1,0,13.36,,C
570,0,2,"Passenger, Traveler 570",male,34.9,1,0,38.77,,S
571,0,1,"Passenger, Traveler 571",male,43.4,1,0,50.93,,Q
572,0,3,"Passenger, Traveler 572",female,13.8,0,0,11.59,,S
573,1,3,"Passenger, Traveler 573",female,38.6,1,1,9.6,,S
574,0,3,"Passenger, Traveler 574",female,0.4,1,0,16.14,C41,C
575,1,1,"Passenger, Traveler 575",female,19.0,0,1,34.89,,C
576,0,3,"Passenger, Traveler 576",male,42.2,0,0,11.08,,S
577,0,3,"Passenger, Traveler 577",female,,0,1,10.56,,Q
578,0,3,"Passenger, Traveler 578",male,,0,0,8.16,,S
579,0,1,"Passenger, Traveler 579",male,22.1,0,0,112.04,,Q
580,0,3,"Passenger, Traveler 580",female,32.3,8,0,32.01,,S
581,1,3,"Passenger, Traveler 581",female,13.5,0,1,7.8,,S
582,0,3,"Passenger, Traveler 582",female,29.2,1,0,20.13,,S
583,0,3,"Passenger, Traveler 583",male,23.4,1,3,16.56,C116,Q
584,1,3,"Passenger, Traveler 584",female,,0,0,19.65,,S
585,0,3,"Passenger, Traveler 585",female,22.7,0,0,31.61,,Q
586,0,1,"Passenger, Traveler 586",male,,0,0,78.16,,C
587,0,3,"Passenger, Traveler 587",male,32.1,1,0,26.82,,S
588,0,3,"Passenger, Traveler 588",male,23.6,8,2,5.84,,S
589,0,1,"Passenger, Traveler 589",male,40.9,0,0,30.26,,S
590,0,1,"Passenger, Traveler 590",male,,1,0,74.06,,S
591,1,1,"Passenger, Traveler 591",male,22.6,0,0,44.69,,S
592,0,3,"Passenger, Traveler 592",female,34.0,1,0,17.5,,Q
593,0,2,"Passenger, Traveler 593",male,16.3,0,0,53.84,,S
594,0,3,"Passenger, Traveler 594",male,,0,0,21.79,,Q
595,1,3,"Passenger, Traveler 595",male,33.1,0,0,7.75,,S
596,0,3,"Passenger, Traveler 596",male,24.4,0,0,15.44,,S
597,1,2,"Passenger, Traveler 597",female,34.5,0,0,44.78,,S
598,0,3,"Passenger, Traveler 598",male,38.3,1,0,17.43,C13,C
599,0,2,"Passenger, Traveler 599",male,47.5,0,0,48.6,,S
600,1,1,"Passenger, Traveler 600",female,35.5,0,0,143.02,,Q
601,0,3,"Passenger, Traveler 601",male,42.6,0,0,9.38,,S
602,1,3,"Passenger, Traveler 602",female,57.3,1,0,5.77,,Q
603,0,1,"Passenger, Traveler 603",male,14.7,1,0,108.69,,C
604,0,3,"Passenger, Traveler 604",male,46.7,1,0,4.81,,C
605,1,1,"Passenger, Traveler 605",female,17.0,0,5,75.13,,S
606,0,2,"Passenger, Traveler 606",male,19.4,0,0,13.47,,S
607,0,3,"Passenger, Traveler 607",male,29.5,1,0,4.21,,C
608,1,1,"Passenger, Traveler 608",male,20.3,0,0,146.74,C102,S
609,1,3,"Passenger, Traveler 609",male,17.9,0,0,10.12,C54,C
610,1,3,"Passenger, Traveler 610",female,28.8,0,2,17.38,,C
611,0,3,"Passenger, Traveler 611",female,24.9,0,2,5.72,,S
612,0,1,"Passenger, Traveler 612",male,20.1,1,0,168.69,C81,S
613,1,2,"Passenger, Traveler 613",male,15.9,0,0,23.42,,S
614,1,2,"Passenger, Traveler 614",female,,0,1,36.3,C29,S
615,0,3,"Passenger, Traveler 615",female,12.3,0,0,6.55,,C
616,1,1,"Passenger, Traveler 616",male,27.3,2,1,31.11,,C
617,1,2,"Passenger, Traveler 617",female,45.9,0,1,46.82,,S
618,0,3,"Passenger, Traveler 618",male,41.4,0,0,13.44,,C
619,0,3,"Passenger, Traveler 619",female,,0,3,4.85,,S
620,0,3,"Passenger, Traveler 620",female,20.7,0,4,14.15,,S
621,0,3,"Passenger, Traveler 621",male,29.4,0,2,10.48,,S
622,1,2,"Passenger, Traveler 622",male,13.4,0,0,29.78,,Q
623,0,2,"Passenger, Traveler 623",male,25.6,0,0,12.62,,Q
624,0,1,"Passenger, Traveler 624",male,25.3,0,0,69.82,,S
625,0,1,"Passenger, Traveler 625",male,26.7,1,0,86.1,,S
626,1,3,"Passenger, Traveler 626",female,18.3,0,0,6.5,,S
627,0,1,"Passenger, Traveler 627",male,,0,0,120.45,C80,C
628,0,3,"Passenger, Traveler 628",male,47.9,1,0,10.76,,S
629,0,1,"Passenger, Traveler 629",male,44.6,3,0,44.22,,S
630,0,2,"Passenger, Traveler 630",male,42.4,0,0,14.59,,C
631,0,3,"Passenger, Traveler 631",male,35.2,1,0,6.98,,S
632,0,2,"Passenger, Traveler 632",male,32.2,0,0,88.33,C74,S
633,0,3,"Passenger, Traveler 633",male,19.6,0,0,7.84,,S
634,1,3,"Passenger, Traveler 634",female,21.2,0,0,10.93,,C
635,1,3,"Passenger, Traveler 635",male,50.8,0,2,8.68,,Q
636,1,2,"Passenger, Traveler 636",female,54.1,1,0,26.65,,S
637,0,3,"Passenger, Traveler 637",male,27.0,0,0,10.68,,S
638,1,1,"Passenger, Traveler 638",female,,0,1,77.19,,S
639,0,3,"Passenger, Traveler 639",male,40.3,1,1,14.49,,S
640,1,1,"Passenger, Traveler 640",female,31.1,0,0,52.33,,S
641,0,1,"Passenger, Traveler 641",male,32.2,1,2,42.65,,S
642,1,3,"Passenger, Traveler 642",female,,1,2,4.99,,S
643,0,2,"Passenger, Traveler 643",male,16.1,0,0,20.66,,C
644,0,3,"Passenger, Traveler 644",female,24.3,4,0,6.53,,S
645,1,2,"Passenger, Traveler 645",female,27.8,0,0,88.3,,Q
646,1,3,"Passenger, Traveler 646",female,0.4,0,0,9.67,,S
647,0,3,"Passenger, Traveler 647",male,31.0,0,0,4.43,C69,S
648,0,2,"Passenger, Traveler 648",male,63.4,0,1,13.45,,S
649,1,3,"Passenger, Traveler 649",female,23.5,0,0,4.82,,S
650,0,3,"Passenger, Traveler 650",male,30.2,0,0,12.89,,Q
651,0,3,"Passenger, Traveler 651",male,17.5,0,0,6.07,C98,C
652,0,2,"Passenger, Traveler 652",male,13.8,0,0,20.03,,S
653,0,3,"Passenger, Traveler 653",male,25.2,1,0,8.62,,S
654,0,2,"Passenger, Traveler 654",female,38.8,1,0,31.35,C35,Q
655,1,1,"Passenger, Traveler 655",male,26.3,0,0,136.86,,S
656,0,1,"Passenger, Traveler 656",male,,0,1,98.78,,S
657,0,3,"Passenger, Traveler 657",male,36.9,0,0,16.78,,S
658,0,3,"Passenger, Traveler 658",male,32.6,0,0,9.68,C82,C
659,0,2,"Passenger, Traveler 659",female,33.7,0,0,16.63,,S
660,0,3,"Passenger, Traveler 660",male,47.0,1,0,14.84,C32,S
661,0,3,"Passenger, Traveler 661",male,45.1,0,0,9.29,,S
662,0,2,"Passenger, Traveler 662",male,,0,0,59.89,C49,S
663,0,3,"Passenger, Traveler 663",female,,3,0,38.17,,C
664,0,2,"Passenger, Traveler 664",male,42.1,1,0,57.88,,S
665,1,1,"Passenger, Traveler 665",male,53.6,0,0,81.35,,S
666,1,1,"Passenger, Traveler 666",male,6.0,0,0,48.13,,Q
667,0,3,"Passenger, Traveler 667",male,,2,2,10.6,,S
668,0,3,"Passenger, Traveler 668",male,21.8,0,0,27.93,,S
669,1,2,"Passenger, Traveler 669",female,29.3,0,1,97.96,,S
670,1,1,"Passenger, Traveler 670",male,46.3,0,0,108.31,,C
671,0,3,"Passenger, Traveler 671",male,9.5,0,0,5.02,C11,S
672,0,3,"Passenger, Traveler 672",male,33.3,1,0,27.3,,S
673,1,3,"Passenger, Traveler 673",female,21.5,0,1,9.89,,C
674,0,3,"Passenger, Traveler 674",male,46.8,0,0,4.77,,S
675,0,3,"Passenger, Traveler 675",male,,0,0,25.16,C35,C
676,0,3,"Passenger, Traveler 676",male,27.4,0,0,6.9,,C
677,0,3,"Passenger, Traveler 677",male,19.3,0,0,4.23,C87,S
678,1,2,"Passenger, Traveler 678",female,68.2,1,1,11.98,,C
679,0,3,"Passenger, Traveler 679",male,33.8,0,0,14.76,C71,S
680,0,2,"Passenger, Traveler 680",male,9.1,0,0,25.7,,C
681,0,2,"Passenger, Traveler 681",male,17.9,1,1,10.82,,C
682,0,1,"Passenger, Traveler 682",male,35.7,0,0,65.77,C53,S
683,0,3,"Passenger, Traveler 683",male,19.1,0,0,5.99,,S
684,0,3,"Passenger, Traveler 684",female,,1,1,17.67,C40,S
685,0,3,"Passenger, Traveler 685",male,44.0,0,0,5.26,,S
686,1,1,"Passenger, Traveler 686",male,42.7,0,0,165.01,,S
687,0,3,"Passenger, Traveler 687",male,21.4,0,0,6.19,,C
688,1,1,"Passenger, Traveler 688",female,46.7,4,0,87.74,,S
689,0,3,"Passenger, Traveler 689",female,19.4,0,0,24.65,,S
690,1,2,"Passenger, Traveler 690",female,,0,0,55.85,,C
691,0,3,"Passenger, Traveler 691",male,37.5,0,2,4.6,C35,S
692,0,3,"Passenger, Traveler 692",male,33.9,0,3,12.29,C92,C
693,1,3,"Passenger, Traveler 693",male,24.1,0,1,19.97,,S
694,0,3,"Passenger, Traveler 694",male,,0,0,5.42,,S
695,1,3,"Passenger, Traveler 695",male,0.4,0,2,4.75,,S
696,0,1,"Passenger, Traveler 696",male,25.4,0,0,110.4,,C
697,0,3,"Passenger, Traveler 697",male,29.5,0,0,17.71,,S
698,0,3,"Passenger, Traveler 698",male,3.2,0,0,12.96,,S
699,1,3,"Passenger, Traveler 699",female,41.6,0,0,11.78,,S
700,1,2,"Passenger, Traveler 700",male,27.4,0,0,10.22,,C
701,0,3,"Passenger, Traveler 701",female,47.3,1,1,8.04,,S
702,0,2,"Passenger, Traveler 702",male,,2,0,24.06,,C
703,0,2,"Passenger, Traveler 703",female,,0,0,23.39,,C
704,0,3,"Passenger, Traveler 704",male,23.2,0,0,27.19,,S
705,0,3,"Passenger, Traveler 705",male,29.0,0,2,12.69,,S
706,0,1,"Passenger, Traveler 706",female,32.8,0,0,137.06,,S
707,0,3,"Passenger, Traveler 707",male,29.1,0,0,10.3,,S
708,0,1,"Passenger, Traveler 708",male,34.1,0,0,159.62,,S
709,1,3,"Passenger, Traveler 709",female,1.8,1,0,9.42,,S
710,0,3,"Passenger, Traveler 710",male,27.7,0,3,23.91,,S
711,0,3,"Passenger, Traveler 711",female,28.5,0,0,6.96,,S
712,0,3,"Passenger, Traveler 712",female,0.9,1,0,12.46,,S
713,0,1,"Passenger, Traveler 713",male,,0,0,136.34,,S
714,1,1,"Passenger, Traveler 714",female,,0,1,41.25,,C
715,1,3,"Passenger, Traveler 715",female,43.4,0,0,10.65,,S
716,0,2,"Passenger, Traveler 716",male,30.9,0,0,15.62,,S
717,0,3,"Passenger, Traveler 717",male,,0,0,4.03,,S
718,0,3,"Passenger, Traveler 718",male,44.3,0,0,6.92,,S
719,0,1,"Passenger, Traveler 719",male,,0,2,39.09,,S
720,1,3,"Passenger, Traveler 720",female,30.3,0,2,4.98,,S
721,0,2,"Passenger, Traveler 721",male,49.6,1,2,41.33,C111,S
722,0,1,"Passenger, Traveler 722",male,,1,2,31.92,,C
723,0,2,"Passenger, Traveler 723",male,,0,1,54.1,,Q
724,1,3,"Passenger, Traveler 724",female,24.4,0,0,15.04,,S
725,0,2,"Passenger, Traveler 725",male,56.2,0,1,70.17,,C
726,0,2,"Passenger, Traveler 726",female,45.3,0,0,13.21,,S
727,0,2,"Passenger, Traveler 727",female,,0,0,110.92,,S
728,0,1,"Passenger, Traveler 728",male,0.4,1,0,85.35,,S
729,1,1,"Passenger, Traveler 729",male,36.2,1,3,144.08,,S
730,0,3,"Passenger, Traveler 730",male,11.8,1,0,4.57,,S
731,1,3,"Passenger, Traveler 731",female,34.8,1,1,16.62,,C
732,1,1,"Passenger, Traveler 732",female,48.2,4,0,60.1,C14,S
733,1,3,"Passenger, Traveler 733",male,39.7,0,0,5.51,,S
734,0,3,"Passenger, Traveler 734",male,,4,0,5.74,,S
735,0,1,"Passenger, Traveler 735",male,24.3,0,0,180.62,C79,S
736,1,1,"Passenger, Traveler 736",female,7.6,0,0,37.03,,S
737,0,3,"Passenger, Traveler 737",male,18.5,0,0,14.65,,S
738,1,3,"Passenger, Traveler 738",female,24.9,5,1,12.11,C44,S
739,0,1,"Passenger, Traveler 739",male,29.5,0,0,32.39,C25,S
740,0,2,"Passenger, Traveler 740",male,,0,0,17.33,,S
741,0,1,"Passenger, Traveler 741",male,40.3,0,0,132.04,,S
742,0,2,"Passenger, Traveler 742",male,61.9,0,0,24.53,,S
743,0,3,"Passenger, Traveler 743",male,15.2,0,0,15.7,,S
744,0,3,"Passenger, Traveler 744",male,46.6,1,0,5.39,,S
745,0,3,"Passenger, Traveler 745",female,42.4,4,0,6.12,C40,S
746,1,2,"Passenger, Traveler 746",male,28.0,1,0,56.08,,S
747,1,1,"Passenger, Traveler 747",male,15.8,0,0,142.42,,S
748,0,1,"Passenger, Traveler 748",male,20.8,0,1,103.92,,C
749,0,3,"Passenger, Traveler 749",male,20.1,0,0,9.42,,S
750,0,3,"Passenger, Traveler 750",male,54.5,0,0,9.05,,Q
751,1,1,"Passenger, Traveler 751",female,41.7,0,0,97.47,C91,S
752,0,2,"Passenger, Traveler 752",male,42.3,1,0,22.07,,C
753,0,3,"Passenger, Traveler 753",male,31.0,0,0,11.14,,C
754,0,3,"Passenger, Traveler 754",male,26.4,1,0,38.82,,C
755,1,2,"Passenger, Traveler 755",male,,2,0,483.81,C23,Q
756,0,2,"Passenger, Traveler 756",male,31.2,0,0,15.37,,S
757,1,1,"Passenger, Traveler 757",female,28.3,5,2,49.77,,S
758,1,3,"Passenger, Traveler 758",male,35.0,1,1,11.84,,S
759,0,3,"Passenger, Traveler 759",male,14.2,0,1,11.17,C34,S
760,1,3,"Passenger, Traveler 760",female,33.6,0,0,4.57,,C
761,0,3,"Passenger, Traveler 761",male,28.1,0,0,12.53,,S
762,0,3,"Passenger, Traveler 762",male,,0,0,27.08,C88,C
763,0,2,"Passenger, Traveler 763",male,39.0,0,0,19.7,C99,S
764,0,1,"Passenger, Traveler 764",male,55.7,0,0,63.14,C109,S
765,0,3,"Passenger, Traveler 765",male,48.2,0,0,5.74,,Q
766,1,1,"Passenger, Traveler 766",female,25.6,0,0,38.95,,S
767,0,3,"Passenger, Traveler 767",female,39.3,0,1,6.66,C84,S
768,0,3,"Passenger, Traveler 768",female,,0,0,7.8,,S
769,0,3,"Passenger, Traveler 769",male,31.4,0,0,12.66,,C
770,1,2,"Passenger, Traveler 770",female,29.4,0,0,80.45,,S
771,0,1,"Passenger, Traveler 771",male,,0,0,149.4,,C
772,0,2,"Passenger, Traveler 772",male,66.1,1,0,44.43,,S
773,1,3,"Passenger, Traveler 773",male,33.4,0,0,7.38,C110,S
774,0,2,"Passenger, Traveler 774",male,11.3,0,0,18.23,,S
775,1,1,"Passenger, Traveler 775",female,14.5,0,0,33.3,,S
