MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,OceanProximity,MedianHouseValue
5.547,25.6,6.55,1.09,5850.0,2.12,41.247,-116.262,NEAR BAY,271.9
1.153,47.6,2.0,0.4,766.0,3.06,40.94,-123.702,<1H OCEAN,86.6
3.01,41.3,2.82,0.68,3755.0,2.69,33.486,-120.179,NEAR OCEAN,238.3
4.244,19.7,5.74,1.15,1918.0,2.74,32.76,-117.39,NEAR OCEAN,257.2
4.986,4.3,5.93,1.24,421.0,3.23,41.776,-120.076,<1H OCEAN,244.1
1.582,33.5,2.0,0.46,256.0,4.53,41.587,-118.848,<1H OCEAN,99.1
8.307,43.6,9.18,1.8,490.0,4.09,36.512,-118.355,INLAND,360.7
4.282,34.9,5.97,0.95,2010.0,2.74,32.98,-122.788,NEAR OCEAN,296.7
5.023,22.7,6.62,1.46,1399.0,3.58,38.379,-120.18,INLAND,210.2
4.298,7.3,4.96,1.03,505.0,1.52,35.287,-124.015,NEAR OCEAN,269.8
1.629,47.4,2.42,0.36,1825.0,3.11,41.399,-122.804,INLAND,97.2
2.041,15.1,2.34,0.51,383.0,2.81,40.049,-119.177,INLAND,54.3
6.452,12.4,7.44,1.51,2270.0,3.77,38.671,-118.564,<1H OCEAN,319.7
6.571,42.6,7.56,1.64,2097.0,3.5,35.203,-122.838,<1H OCEAN,331.2
0.798,51.0,2.0,0.45,4516.0,3.25,39.162,-116.744,INLAND,46.3
4.767,34.7,5.52,1.15,395.0,3.37,35.247,-120.57,NEAR OCEAN,322.0
2.977,32.9,3.6,0.74,3045.0,2.65,32.857,-115.094,INLAND,150.7
4.129,17.3,5.76,1.07,701.0,3.77,37.33,-120.423,INLAND,166.7
3.598,2.0,5.46,1.16,846.0,3.37,37.143,-122.802,INLAND,142.5
3.564,10.8,3.68,0.73,958.0,2.87,39.749,-116.72,<1H OCEAN,204.4
1.863,30.8,2.47,0.4,1383.0,3.08,40.724,-118.622,INLAND,65.2
5.624,8.7,6.85,1.3,6502.0,3.68,35.867,-120.433,INLAND,209.1
2.243,46.1,2.96,0.48,1299.0,3.75,36.77,-120.74,INLAND,104.7
2.938,10.6,3.3,0.77,3336.0,2.73,36.969,-122.792,INLAND,135.9
1.893,27.6,2.54,0.71,553.0,2.29,35.58,-120.892,NEAR OCEAN,219.1
3.25,27.1,3.21,0.76,810.0,2.64,39.562,-124.007,<1H OCEAN,213.5
1.399,31.8,3.37,0.71,1043.0,2.68,37.46,-119.276,<1H OCEAN,133.7
2.315,17.7,2.92,0.58,668.0,3.1,41.183,-115.333,<1H OCEAN,136.2
5.606,45.6,7.09,1.39,4720.0,3.96,38.678,-116.347,NEAR OCEAN,365.5
1.557,23.7,2.0,0.3,1752.0,2.62,34.513,-124.015,<1H OCEAN,124.0
4.737,36.7,5.34,1.26,982.0,3.31,34.066,-115.487,<1H OCEAN,248.6
1.312,33.4,2.0,0.3,1870.0,2.85,36.038,-119.777,NEAR BAY,143.7
2.151,7.0,3.31,0.58,956.0,3.02,35.796,-122.391,INLAND,118.2
2.173,32.8,2.05,0.39,221.0,3.24,36.368,-116.776,<1H OCEAN,177.9
5.318,29.1,6.29,1.25,1140.0,3.96,34.244,-121.071,INLAND,283.5
6.605,46.8,7.85,1.63,1378.0,3.2,41.793,-121.767,INLAND,286.5
2.638,45.9,3.4,0.61,4969.0,0.93,33.884,-122.687,INLAND,132.9
1.392,8.7,2.0,0.2,250.0,2.84,38.7,-119.434,INLAND,45.0
2.383,5.2,3.29,0.63,1061.0,4.26,32.624,-123.366,<1H OCEAN,131.7
2.505,16.0,3.63,0.71,324.0,3.91,36.366,-116.444,<1H OCEAN,190.9
2.332,51.3,2.47,0.47,394.0,3.63,35.437,-119.593,<1H OCEAN,162.2
2.978,2.1,3.56,0.69,1331.0,3.94,36.129,-119.83,<1H OCEAN,159.9
1.894,35.3,2.59,0.48,516.0,3.66,37.232,-124.281,INLAND,129.2
1.446,32.0,2.0,0.27,1860.0,3.93,38.204,-116.121,INLAND,91.2
0.871,34.0,2.0,0.55,1066.0,2.11,38.043,-119.372,INLAND,41.7
5.185,12.1,6.57,1.46,495.0,2.95,38.492,-119.901,INLAND,215.5
3.581,12.6,5.05,1.15,1017.0,3.12,40.523,-116.686,<1H OCEAN,169.3
4.493,23.0,6.15,1.11,201.0,3.04,40.924,-123.671,<1H OCEAN,244.1
4.155,5.9,5.27,1.1,2583.0,2.54,39.504,-120.633,<1H OCEAN,222.4
3.103,4.8,4.11,0.78,215.0,3.12,33.25,-118.543,<1H OCEAN,180.8
2.974,5.5,3.37,0.63,208.0,1.64,41.632,-119.694,INLAND,160.9
8.202,30.2,9.38,1.78,1335.0,3.36,41.5,-122.484,NEAR OCEAN,457.1
2.352,21.3,2.79,0.81,4558.0,2.46,39.261,-121.307,INLAND,87.7
3.295,16.0,5.09,0.99,2525.0,1.26,37.416,-121.298,INLAND,146.8
2.485,17.1,2.72,0.45,548.0,3.01,34.881,-114.38,<1H OCEAN,161.8
1.697,11.6,2.25,0.46,463.0,4.24,39.685,-121.038,INLAND,114.4
10.17,22.0,12.0,2.48,1381.0,1.48,40.84,-122.248,INLAND,415.6
4.377,11.4,5.07,1.0,2275.0,2.81,38.819,-116.074,<1H OCEAN,236.8
2.126,36.6,3.29,0.68,739.0,1.7,38.476,-120.088,NEAR BAY,169.7
1.844,7.3,3.01,0.7,880.0,3.21,34.334,-119.861,<1H OCEAN,108.2
4.731,49.4,7.01,1.31,347.0,3.7,35.899,-118.811,INLAND,198.2
5.852,5.6,6.62,1.34,399.0,2.35,39.37,-118.343,INLAND,234.0
1.543,49.1,2.06,0.35,1208.0,2.66,32.661,-118.394,NEAR OCEAN,204.4
2.9,43.5,3.52,0.63,330.0,2.88,38.592,-123.955,NEAR BAY,174.5
3.285,35.7,3.6,0.9,471.0,3.99,39.783,-116.112,NEAR BAY,208.0
3.3,47.5,3.63,0.72,521.0,1.88,35.68,-122.351,INLAND,156.7
3.689,8.1,4.51,0.8,904.0,2.64,33.224,-121.377,INLAND,115.3
2.726,10.0,3.04,0.6,256.0,4.26,40.282,-122.566,<1H OCEAN,171.7
3.038,13.9,3.16,0.51,1031.0,2.42,33.847,-116.629,INLAND,140.8
3.141,13.5,3.83,0.74,3369.0,2.68,36.023,-118.463,NEAR BAY,199.8
1.483,16.9,2.0,0.33,230.0,3.14,39.219,-116.747,INLAND,88.5
8.094,30.4,9.48,1.95,1396.0,4.86,40.261,-117.766,<1H OCEAN,396.1
4.892,2.4,6.05,1.4,2368.0,2.11,40.693,-123.258,<1H OCEAN,255.7
5.673,20.5,6.74,1.33,650.0,3.6,37.539,-121.285,<1H OCEAN,297.1
3.776,13.6,4.4,0.82,369.0,2.05,37.021,-119.227,<1H OCEAN,160.4
10.343,31.9,12.0,2.41,253.0,2.19,40.559,-121.251,<1H OCEAN,459.3
0.415,51.2,2.0,0.55,1439.0,2.59,37.849,-122.227,<1H OCEAN,92.8
3.363,27.4,4.08,0.87,1164.0,3.37,37.997,-115.602,<1H OCEAN,207.5
1.806,22.7,2.0,0.39,513.0,2.56,36.623,-116.822,<1H OCEAN,145.7
3.522,19.8,4.63,0.72,2338.0,3.11,36.042,-120.848,NEAR OCEAN,259.8
7.187,41.0,9.89,1.97,1796.0,2.43,37.065,-116.65,INLAND,333.8
4.67,4.7,6.29,1.33,588.0,3.07,35.966,-118.025,INLAND,194.3
3.159,49.9,3.14,0.72,1880.0,1.96,35.764,-124.262,INLAND,176.2
7.607,22.3,9.03,1.94,537.0,1.98,41.94,-120.497,<1H OCEAN,402.8
5.374,17.0,6.08,1.15,1550.0,2.59,35.694,-121.395,NEAR OCEAN,326.8
4.393,50.7,4.81,0.92,351.0,3.49,34.936,-122.121,NEAR BAY,265.6
4.324,48.7,5.76,1.14,1614.0,3.16,35.862,-121.784,<1H OCEAN,271.1
5.194,33.7,6.79,1.43,527.0,2.38,38.112,-114.876,<1H OCEAN,301.1
2.242,1.9,3.58,0.69,1220.0,2.09,41.154,-119.437,INLAND,122.2
2.062,39.2,2.81,0.62,427.0,3.83,39.985,-115.823,<1H OCEAN,141.9
1.688,18.1,2.0,0.36,1753.0,4.09,40.501,-122.158,NEAR BAY,99.2
2.305,20.8,2.86,0.5,275.0,3.41,40.661,-122.556,INLAND,113.0
7.341,9.1,8.36,1.78,417.0,3.28,41.245,-115.412,<1H OCEAN,322.0
2.901,27.7,4.17,0.86,444.0,1.29,34.733,-119.343,<1H OCEAN,183.2
7.428,39.0,8.54,1.78,251.0,3.47,36.854,-115.348,INLAND,364.5
2.199,14.9,2.43,0.47,1840.0,4.27,36.159,-123.67,<1H OCEAN,150.0
5.984,48.9,7.03,1.49,4953.0,3.86,36.128,-115.136,NEAR OCEAN,368.7
6.623,10.9,6.41,1.18,2008.0,3.81,38.697,-120.146,<1H OCEAN,315.6
3.561,4.4,4.71,0.85,2565.0,1.68,36.317,-122.746,NEAR BAY,226.0
2.874,33.9,2.97,0.69,207.0,2.44,38.355,-117.466,<1H OCEAN,200.5
1.964,44.3,2.7,0.53,350.0,2.88,36.132,-116.331,INLAND,104.7
5.579,49.6,6.47,1.27,1183.0,2.43,35.456,-123.826,<1H OCEAN,342.5
2.809,40.1,3.14,0.54,4773.0,2.07,35.854,-114.428,<1H OCEAN,198.1
2.595,11.2,2.56,0.59,1497.0,3.34,40.136,-117.33,INLAND,104.4
4.024,50.9,5.52,1.29,762.0,3.8,38.21,-121.086,<1H OCEAN,209.9
4.68,47.9,6.42,1.35,390.0,1.88,41.753,-122.787,INLAND,228.3
1.898,9.3,2.78,0.51,399.0,3.83,40.41,-120.375,<1H OCEAN,124.3
4.015,29.5,4.95,1.13,741.0,3.18,37.115,-122.094,INLAND,177.9
6.64,29.3,8.04,1.64,1701.0,4.3,34.803,-119.358,INLAND,281.6
1.668,23.6,2.54,0.47,239.0,3.64,38.902,-116.481,NEAR OCEAN,139.0
5.648,51.2,6.71,1.47,2494.0,3.1,39.403,-117.699,<1H OCEAN,368.1
5.621,4.0,7.4,1.46,3608.0,3.11,36.91,-119.941,<1H OCEAN,264.2
5.895,33.0,6.59,1.17,2836.0,3.0,34.684,-123.111,<1H OCEAN,325.6
4.795,11.5,6.24,1.22,3131.0,4.45,37.794,-114.728,NEAR OCEAN,286.6
4.652,27.9,6.22,1.3,219.0,3.49,34.911,-121.596,NEAR OCEAN,243.6
5.541,40.8,6.1,1.15,4769.0,2.71,41.43,-121.522,INLAND,251.3
4.011,13.6,4.39,0.69,748.0,3.46,38.474,-117.845,NEAR OCEAN,263.7
2.478,21.1,2.95,0.74,2642.0,3.37,35.273,-116.595,NEAR OCEAN,195.1
2.443,49.5,3.14,0.93,448.0,2.66,34.549,-114.458,<1H OCEAN,216.3
3.095,39.8,3.4,0.63,910.0,2.34,39.309,-114.608,<1H OCEAN,241.5
4.982,30.2,6.02,1.14,254.0,3.95,39.224,-115.162,<1H OCEAN,279.2
3.15,12.3,2.75,0.41,249.0,2.79,38.173,-119.947,<1H OCEAN,194.3
2.85,22.7,3.8,0.68,3643.0,2.75,38.336,-122.633,INLAND,109.1
5.866,40.5,7.44,1.34,2197.0,3.47,38.237,-118.455,INLAND,243.9
3.624,42.8,5.11,0.89,1106.0,2.59,35.921,-124.127,INLAND,166.2
1.337,13.5,2.0,0.4,1094.0,3.18,41.405,-122.338,<1H OCEAN,154.3
1.689,34.8,2.0,0.24,1858.0,2.7,37.053,-124.275,NEAR OCEAN,174.4
1.553,5.8,2.0,0.25,702.0,0.94,32.693,-122.495,<1H OCEAN,143.1
3.198,2.2,3.43,0.71,1922.0,3.31,35.809,-119.552,INLAND,115.2
1.734,29.0,2.04,0.35,996.0,3.21,33.738,-120.367,ISLAND,123.3
2.871,12.4,3.02,0.64,1419.0,3.28,35.952,-120.607,<1H OCEAN,164.8
2.351,5.0,2.44,0.45,4217.0,1.34,38.278,-115.99,<1H OCEAN,137.5
1.166,38.2,2.0,0.38,965.0,1.92,32.715,-117.55,INLAND,62.7
1.664,26.4,2.0,0.48,850.0,3.93,40.767,-114.936,NEAR OCEAN,208.9
7.59,41.6,8.61,1.67,3034.0,3.06,38.298,-119.847,<1H OCEAN,385.8
2.649,34.9,3.29,0.73,2994.0,1.49,35.306,-121.578,INLAND,129.9
2.543,38.2,3.18,0.59,6058.0,3.07,35.456,-123.073,NEAR BAY,182.8
2.465,16.7,3.39,0.6,1161.0,1.74,36.924,-117.58,<1H OCEAN,180.3
3.761,14.4,4.59,0.81,706.0,2.54,34.857,-115.883,<1H OCEAN,212.5
3.257,31.6,3.92,0.62,530.0,3.2,32.541,-122.463,INLAND,161.7
8.541,11.2,10.57,1.99,242.0,3.2,32.752,-115.512,<1H OCEAN,421.0
6.074,42.6,7.38,1.3,1757.0,3.81,35.899,-119.037,<1H OCEAN,305.6
8.39,27.7,9.58,1.82,519.0,3.37,33.68,-122.859,NEAR BAY,391.0
4.933,12.6,5.52,1.19,1320.0,3.42,32.712,-117.871,INLAND,209.6
4.591,32.9,6.35,1.27,3181.0,2.69,40.663,-119.099,<1H OCEAN,245.8
1.62,49.2,3.55,0.67,3800.0,2.32,35.104,-124.018,<1H OCEAN,149.5
0.792,5.2,2.0,0.33,205.0,3.04,37.28,-120.308,INLAND,14.9
1.322,6.6,2.0,0.39,658.0,3.82,34.204,-116.452,INLAND,40.9
1.209,44.0,2.4,0.48,2380.0,3.66,32.944,-118.746,INLAND,105.8
2.958,6.6,3.33,0.56,1123.0,2.84,39.576,-121.48,NEAR OCEAN,206.3
5.416,3.0,6.71,1.39,2177.0,2.95,33.687,-115.014,INLAND,209.9
2.174,18.7,2.6,0.49,2503.0,2.28,32.744,-121.922,NEAR BAY,135.4
1.861,24.8,2.33,0.49,901.0,3.92,38.079,-121.773,NEAR BAY,126.6
5.168,30.0,5.98,1.19,734.0,4.29,32.628,-120.754,<1H OCEAN,260.0
1.873,26.9,2.9,0.44,929.0,3.35,36.645,-115.355,<1H OCEAN,120.6
7.349,47.6,8.73,1.88,1469.0,1.69,35.244,-119.224,<1H OCEAN,368.0
1.709,40.2,2.36,0.47,749.0,3.54,35.534,-117.478,<1H OCEAN,148.2
5.402,51.2,6.78,1.32,1990.0,4.32,32.537,-114.537,<1H OCEAN,319.8
3.813,25.3,4.52,0.96,3012.0,2.11,41.661,-116.467,<1H OCEAN,221.1
0.596,5.3,2.0,0.28,598.0,3.68,37.411,-122.574,<1H OCEAN,57.9
1.98,49.7,2.0,0.24,4223.0,2.85,37.939,-116.416,<1H OCEAN,158.2
5.577,1.2,7.05,1.47,1370.0,4.0,38.828,-116.817,<1H OCEAN,262.0
1.19,40.6,2.0,0.51,2726.0,2.07,40.076,-121.974,<1H OCEAN,116.8
2.558,2.6,2.66,0.56,332.0,2.65,38.275,-121.047,INLAND,96.8
1.227,39.8,2.0,0.48,548.0,1.75,39.741,-117.199,<1H OCEAN,148.7
2.967,48.8,3.66,0.61,665.0,3.27,36.763,-121.916,NEAR BAY,221.2
4.053,20.9,5.15,0.99,633.0,3.44,36.027,-122.218,<1H OCEAN,260.7
3.476,13.3,5.08,0.95,426.0,3.28,40.32,-117.265,NEAR BAY,181.8
3.65,12.5,3.24,0.75,2632.0,2.59,40.72,-115.494,<1H OCEAN,183.7
3.465,26.1,4.76,1.0,851.0,2.65,33.809,-123.55,INLAND,152.1
2.798,9.7,3.47,0.8,4160.0,2.74,37.655,-119.841,<1H OCEAN,193.0
5.065,35.3,5.56,1.05,1251.0,3.71,38.995,-118.228,NEAR OCEAN,278.8
1.165,19.8,2.0,0.29,379.0,1.84,33.294,-117.537,<1H OCEAN,114.7
7.125,17.5,9.27,1.99,1147.0,2.73,41.331,-114.338,NEAR BAY,342.2
3.557,24.5,5.14,1.03,6252.0,1.82,37.441,-117.473,<1H OCEAN,224.4
1.276,28.7,2.0,0.51,1199.0,2.67,38.632,-118.098,<1H OCEAN,132.4
6.595,8.2,7.49,1.49,202.0,2.99,34.193,-114.403,INLAND,282.8
2.856,37.1,2.78,0.78,3445.0,4.68,35.012,-123.693,INLAND,153.7
2.316,46.0,2.9,0.7,521.0,2.47,33.65,-123.556,NEAR BAY,235.5
1.298,15.2,2.0,0.38,1600.0,3.82,35.008,-118.693,<1H OCEAN,149.7
2.155,10.2,3.08,0.62,1069.0,1.63,37.178,-120.713,INLAND,110.9
5.209,39.8,6.47,1.3,672.0,3.03,40.419,-123.333,INLAND,230.5
1.798,10.4,2.6,0.41,599.0,3.03,37.57,-121.236,INLAND,72.7
5.267,3.1,5.63,1.08,3370.0,3.6,34.822,-117.556,INLAND,236.1
2.572,32.6,3.96,0.74,3115.0,2.56,32.924,-115.494,<1H OCEAN,202.7
1.64,13.2,2.62,0.55,1064.0,2.37,38.409,-123.357,INLAND,59.2
2.229,9.8,2.41,0.4,559.0,1.34,36.492,-118.899,NEAR OCEAN,147.0
4.208,51.1,4.66,0.92,330.0,3.26,41.851,-121.339,INLAND,172.5
3.646,15.9,4.75,0.91,404.0,2.49,39.908,-117.627,NEAR OCEAN,272.0
7.583,47.1,8.32,1.67,1086.0,3.82,40.179,-118.805,NEAR OCEAN,458.2
2.654,10.1,2.82,0.71,642.0,3.41,32.616,-115.033,NEAR OCEAN,204.6
5.358,42.8,5.92,1.29,252.0,3.95,39.889,-123.923,<1H OCEAN,305.0
2.956,26.6,3.5,0.57,929.0,2.3,34.349,-119.6,<1H OCEAN,225.2
1.905,5.0,2.06,0.41,1845.0,3.16,38.065,-122.372,<1H OCEAN,170.5
1.446,38.4,2.0,0.37,2867.0,3.15,36.751,-118.932,NEAR BAY,152.2
2.677,46.5,2.77,0.49,1256.0,2.6,37.93,-115.764,<1H OCEAN,193.8
3.182,9.3,3.5,0.92,1742.0,3.98,33.768,-115.187,<1H OCEAN,176.1
6.478,38.0,7.18,1.38,743.0,3.63,36.84,-120.318,<1H OCEAN,333.9
7.533,23.7,9.31,1.82,1023.0,4.62,32.851,-116.182,<1H OCEAN,354.8
7.522,39.4,9.59,2.09,1770.0,3.56,32.889,-121.495,<1H OCEAN,395.5
2.042,37.4,2.65,0.63,1761.0,4.5,38.749,-124.237,<1H OCEAN,159.0
1.778,2.4,2.83,0.52,863.0,4.48,41.541,-115.748,<1H OCEAN,106.6
2.16,10.1,2.17,0.51,1141.0,2.61,39.885,-123.106,NEAR BAY,167.1
2.905,25.0,3.11,0.6,3290.0,1.82,36.957,-124.124,INLAND,147.3
0.976,48.6,2.0,0.38,1400.0,4.35,33.031,-120.762,INLAND,83.1
1.699,18.4,2.32,0.38,1435.0,3.56,32.928,-120.506,INLAND,79.5
6.227,33.1,7.48,1.25,2042.0,3.42,34.0,-123.528,NEAR OCEAN,374.7
3.771,1.6,4.51,0.76,347.0,2.64,41.77,-116.158,NEAR BAY,195.2
2.268,37.3,2.19,0.33,1088.0,3.32,36.287,-120.244,NEAR BAY,225.9
1.056,31.8,2.0,0.44,4046.0,3.81,40.512,-119.401,<1H OCEAN,163.3
3.721,37.5,4.74,0.96,739.0,3.53,39.199,-121.654,NEAR OCEAN,252.5
3.297,47.1,4.45,1.0,619.0,2.51,38.252,-119.185,<1H OCEAN,214.4
1.697,8.5,2.0,0.28,1303.0,4.23,41.504,-116.633,<1H OCEAN,106.7
4.756,14.3,5.43,1.26,500.0,3.1,34.689,-115.238,<1H OCEAN,214.2
2.337,51.8,2.47,0.66,1174.0,3.54,36.821,-114.595,INLAND,169.0
3.509,9.0,4.02,0.81,403.0,3.67,40.715,-120.033,INLAND,144.5
7.477,37.8,9.48,1.83,1240.0,4.71,37.742,-114.4,<1H OCEAN,357.4
4.611,38.0,5.07,0.95,1307.0,3.33,34.841,-121.35,NEAR OCEAN,270.2
1.306,35.8,2.0,0.42,850.0,2.96,34.485,-124.23,<1H OCEAN,135.4
4.622,12.6,5.3,1.25,779.0,4.53,39.652,-116.624,<1H OCEAN,252.1
2.09,12.0,2.0,0.39,538.0,3.89,32.621,-122.516,<1H OCEAN,151.4
4.228,35.0,4.9,0.82,682.0,3.24,41.185,-123.775,INLAND,218.5
5.328,10.5,7.21,1.63,1028.0,3.19,32.675,-115.06,<1H OCEAN,289.4
3.51,34.7,3.87,0.73,541.0,1.43,38.494,-116.382,<1H OCEAN,192.5
1.378,26.1,2.0,0.55,2033.0,2.93,38.245,-123.273,ISLAND,104.2
0.738,20.7,2.0,0.46,1681.0,1.88,37.995,-116.531,NEAR OCEAN,155.6
5.957,16.3,7.25,1.43,577.0,0.86,37.006,-115.86,<1H OCEAN,289.0
6.984,49.3,9.15,1.93,323.0,2.52,40.598,-115.247,INLAND,289.5
2.013,26.9,2.02,0.33,200.0,1.89,38.764,-118.863,<1H OCEAN,124.6
0.651,29.6,2.0,0.37,1290.0,2.72,39.928,-117.266,INLAND,68.5
1.202,49.4,2.0,0.35,485.0,3.25,33.597,-116.678,INLAND,106.0
2.399,34.3,2.52,0.48,215.0,3.41,32.974,-117.414,<1H OCEAN,176.0
5.303,49.9,6.4,1.33,734.0,2.91,32.771,-117.832,<1H OCEAN,283.1
0.656,6.4,2.0,0.45,4124.0,1.97,33.898,-118.824,<1H OCEAN,80.1
6.39,44.2,7.41,1.33,1605.0,2.9,38.837,-119.508,INLAND,287.7
5.972,18.1,7.08,1.36,2540.0,2.15,37.193,-114.339,NEAR BAY,294.5
6.32,42.3,7.01,1.37,388.0,4.12,39.646,-120.924,ISLAND,350.3
1.609,44.6,2.4,0.54,291.0,2.88,34.321,-123.417,NEAR BAY,140.5
5.555,14.8,6.75,1.21,214.0,2.09,35.986,-116.65,NEAR BAY,294.9
3.255,21.9,3.69,0.81,3939.0,2.16,40.941,-122.162,<1H OCEAN,204.4
1.539,38.0,2.0,0.29,628.0,3.01,41.389,-118.973,INLAND,63.1
3.483,6.1,4.18,0.86,938.0,3.05,41.256,-123.342,<1H OCEAN,234.0
3.187,39.5,3.99,0.91,802.0,2.85,40.274,-118.107,NEAR OCEAN,260.7
1.198,6.6,2.0,0.28,1773.0,3.8,39.038,-114.86,NEAR OCEAN,111.4
4.499,47.6,5.11,1.05,645.0,2.23,41.18,-117.073,<1H OCEAN,239.3
3.094,15.1,3.58,0.7,1120.0,3.8,39.285,-122.155,INLAND,167.5
2.514,30.4,3.09,0.52,6707.0,2.92,41.562,-114.589,<1H OCEAN,178.5
2.454,7.0,3.75,0.63,905.0,3.69,32.735,-121.229,<1H OCEAN,165.0
3.864,14.7,4.24,0.78,1162.0,2.5,41.256,-119.934,NEAR BAY,224.1
2.341,21.6,2.0,0.32,1038.0,3.62,37.78,-119.319,NEAR OCEAN,222.7
0.764,25.8,2.0,0.38,2151.0,2.35,33.562,-114.393,<1H OCEAN,123.9
1.484,1.0,2.0,0.36,572.0,4.32,34.542,-123.611,<1H OCEAN,92.6
3.116,46.3,4.47,0.94,424.0,2.94,40.596,-117.333,<1H OCEAN,221.8
2.256,1.4,3.33,0.75,1883.0,2.66,37.308,-120.681,NEAR BAY,113.3
2.493,40.5,3.26,0.5,845.0,2.06,41.837,-123.517,NEAR BAY,160.3
1.653,25.0,2.59,0.49,3140.0,3.13,33.617,-114.95,INLAND,80.1
1.666,27.7,2.0,0.31,1440.0,2.88,36.419,-118.401,INLAND,54.8
4.245,11.6,4.42,0.78,1197.0,1.93,35.653,-116.765,INLAND,163.6
3.45,32.0,4.28,0.7,288.0,2.41,37.403,-121.896,<1H OCEAN,170.1
1.818,28.4,2.0,0.24,1773.0,1.44,38.518,-116.685,NEAR BAY,145.0
2.439,9.4,2.53,0.45,1590.0,2.1,38.785,-116.015,INLAND,137.9
4.864,13.1,6.24,1.29,1426.0,2.9,32.512,-119.992,<1H OCEAN,255.7
1.439,4.4,2.0,0.44,574.0,3.28,33.345,-118.58,<1H OCEAN,111.8
5.24,4.4,6.81,1.26,3719.0,2.74,32.833,-114.581,INLAND,205.9
2.837,1.7,3.22,0.53,666.0,3.38,40.714,-115.833,<1H OCEAN,184.4
2.46,12.2,2.94,0.61,398.0,2.23,35.476,-119.851,INLAND,107.2
1.245,35.7,2.26,0.41,5430.0,3.36,35.987,-117.654,NEAR OCEAN,146.4
11.318,17.1,12.0,2.49,1846.0,2.94,36.779,-116.458,NEAR OCEAN,500.0
4.019,18.5,4.78,0.84,843.0,2.84,40.568,-124.057,INLAND,206.6
0.75,7.7,2.0,0.21,3497.0,3.0,32.635,-118.416,INLAND,14.9
3.559,30.3,5.12,1.09,315.0,2.52,33.627,-114.455,<1H OCEAN,197.8
5.925,18.4,8.31,1.47,310.0,1.77,39.009,-114.828,INLAND,249.7
3.706,35.5,4.55,0.77,1577.0,2.16,41.657,-115.976,<1H OCEAN,219.6
4.939,38.8,6.17,1.17,435.0,1.87,38.606,-123.238,NEAR BAY,287.0
2.194,30.8,2.58,0.49,3189.0,2.82,34.981,-114.36,NEAR BAY,142.7
2.012,15.1,2.34,0.53,2402.0,3.55,37.439,-118.205,<1H OCEAN,132.0
2.607,26.9,3.17,0.53,639.0,4.19,41.762,-122.071,NEAR OCEAN,216.9
3.227,13.8,3.2,0.77,2836.0,2.63,37.517,-117.557,INLAND,141.9
2.226,47.0,3.0,0.45,253.0,2.87,36.048,-115.735,NEAR BAY,228.7
2.799,40.1,2.87,0.54,1155.0,4.51,36.143,-123.177,INLAND,159.7
1.497,26.1,2.0,0.48,3490.0,2.68,41.687,-115.136,INLAND,50.0
0.974,50.2,2.0,0.49,2520.0,2.5,39.33,-115.098,INLAND,58.8
1.844,28.9,2.0,0.1,728.0,2.9,39.028,-124.165,<1H OCEAN,119.6
8.101,17.8,10.02,2.27,442.0,2.66,34.705,-115.297,<1H OCEAN,420.5
6.188,5.9,7.19,1.41,484.0,2.46,37.815,-114.832,<1H OCEAN,280.8
3.612,28.7,4.87,1.0,1067.0,1.87,35.889,-123.923,<1H OCEAN,229.2
1.119,44.9,2.0,0.37,1290.0,4.27,34.782,-121.358,<1H OCEAN,140.4
2.944,45.2,3.45,0.9,240.0,3.44,41.008,-120.569,INLAND,124.6
3.389,31.8,3.53,0.84,840.0,4.29,36.14,-120.811,INLAND,152.6
2.14,21.1,3.06,0.82,2329.0,3.76,35.186,-116.71,NEAR BAY,147.2
6.402,34.2,7.53,1.55,905.0,3.01,41.351,-120.719,<1H OCEAN,301.8
1.448,39.9,2.0,0.49,422.0,1.66,34.375,-114.734,NEAR BAY,175.5
4.251,22.0,5.01,0.9,3918.0,2.27,39.582,-114.35,INLAND,191.1
1.421,25.3,2.0,0.37,572.0,2.72,38.701,-121.132,INLAND,108.9
1.548,35.7,2.06,0.5,2122.0,2.23,41.245,-119.212,INLAND,134.6
2.946,45.7,3.81,0.79,458.0,1.54,40.404,-118.723,INLAND,157.6
0.595,41.3,2.0,0.41,860.0,2.29,39.2,-118.506,<1H OCEAN,114.4
3.481,2.1,4.16,0.75,1009.0,2.84,35.488,-120.558,INLAND,125.2
2.298,7.3,2.0,0.52,1033.0,4.27,37.208,-122.64,INLAND,124.5
2.812,44.5,3.15,0.74,1072.0,2.46,41.473,-123.754,ISLAND,197.1
1.975,43.5,3.09,0.72,506.0,3.52,32.72,-123.237,NEAR BAY,155.4
6.305,20.8,7.79,1.59,1071.0,2.22,40.046,-115.287,INLAND,253.5
5.134,30.8,5.62,1.13,989.0,2.82,34.892,-121.496,INLAND,231.5
4.228,47.2,4.88,1.09,481.0,2.97,34.258,-123.532,NEAR BAY,269.3
1.605,47.5,2.0,0.49,5527.0,4.28,34.706,-118.065,NEAR BAY,156.3
4.524,40.9,5.96,1.1,2608.0,0.86,33.068,-123.547,NEAR OCEAN,312.9
3.746,11.7,4.98,1.03,2823.0,2.35,41.924,-123.599,NEAR OCEAN,244.9
10.446,38.2,12.0,2.47,1588.0,3.2,40.764,-118.084,<1H OCEAN,500.0
